timestamp,open,high,low,close,volume
2018-12-20,130.7000,135.5700,130.0000,133.4000,40297944
2018-12-19,141.2100,144.9100,132.5000,133.2400,57404894
2018-12-18,141.0800,145.9300,139.8301,143.6600,24709084
2018-12-17,143.0800,144.9200,138.4200,140.1900,24333959
2018-12-14,143.3400,146.0100,142.5100,144.0600,21785820
2018-12-13,145.5700,145.8500,143.1900,145.0100,18148610
2018-12-12,143.0800,147.1900,142.5100,144.5000,23696936
2018-12-11,143.8800,143.8800,141.1000,142.0800,20300349
2018-12-10,139.6000,143.0500,139.0100,141.8500,26422173
2018-12-07,139.2500,140.8700,136.6566,137.4200,21195460
2018-12-06,133.8200,139.7000,133.6700,139.6300,28218145
2018-12-04,140.7300,143.3900,137.1600,137.9300,30307400
2018-12-03,143.0000,143.6799,140.7600,141.0900,24819226
2018-11-30,138.2600,140.9660,137.3600,140.6100,25732577
2018-11-29,135.9200,139.9900,135.6600,138.6800,24238713
2018-11-28,136.2800,136.7899,131.8500,136.7600,29847505
2018-11-27,135.7500,136.6126,133.7100,135.0000,20750318
2018-11-26,133.0000,137.0000,132.7800,136.3800,24263640
2018-11-23,133.6500,134.5000,131.2551,131.7300,11886128
2018-11-21,134.4000,137.1900,134.1300,134.8200,25469735
